codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,
21015050,103,2019-06-21T22:50:00.000,2.6,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21206930,103,2010-11-08T09:50:00.000,3.6,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21015070,103,2012-05-02T09:00:00.000,2.4,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21195170,103,2011-01-26T09:00:00.000,3.4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21255501,103,2019-05-11T13:40:00.000,0.9045125,LA TRINIDAD  - AUT,TOLIMA,LIBANO,ALTO MAGDALENA,4.895,-75.04,Velocidad Viento (10 min),m/s,
21205791,103,2015-01-30T16:00:00.000,2.6,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21185090,103,2017-10-21T11:40:00.000,1.4,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21015502,103,2018-10-17T04:05:00.000,3.670.664,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21215180,103,2015-10-06T02:10:00.000,3.3,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206930,103,2011-10-09T23:20:00.000,2.1,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206790,103,2016-07-28T23:20:00.000,0.5,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21185501,103,2018-07-23T15:45:00.000,0.008466427,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21085501,103,2017-06-30T16:50:00.000,21.384,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21015501,103,2018-05-31T03:45:00.000,1.735.021,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21015070,103,2018-11-22T05:30:00.000,0.4,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21215190,103,2010-11-08T11:40:00.000,8.1,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21206930,103,2014-04-18T23:00:00.000,4.3,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21205519,103,2018-10-31T05:10:00.000,0.92,SAN FORTUNATO  - AUT,CUNDINAMARCA,SIBATA,ALTO MAGDALENA,4.452,-74.272,Velocidad Viento (10 min),m/s,
21015030,103,2019-06-27T11:30:00.000,2.2,PARQUE ARQUEOLOGICO - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.888.472.222,-7.629.497.222,Velocidad Viento (10 min),m/s,
21165502,103,2017-05-26T17:10:00.000,1.6,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955.641.667,-7.459.178.611,Velocidad Viento (10 min),m/s,
21206950,103,2013-05-17T19:10:00.000,2.5,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21205511,103,2018-12-21T08:00:00.000,2.073,EL OKAL  - AUT,CUNDINAMARCA,VILLAGAMEZA,ALTO MAGDALENA,5.001,-73.733,Velocidad Viento (10 min),m/s,
21115010,103,2006-02-13T16:40:00.000,5.4,DESIERTO TATACOA,HUILA,VILLAVIEJA,ALTO MAGDALENA,3.234,-75.168,Velocidad Viento (10 min),m/s,
21195170,103,2009-01-22T20:00:00.000,1.4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21015050,103,2017-06-18T13:40:00.000,1.3,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21115170,103,2006-09-23T08:40:00.000,4.8,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21045501,103,2018-05-19T10:45:00.000,2.228.504,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041.941.667,-7.601.191.667,Velocidad Viento (10 min),m/s,
21206960,103,2009-06-23T15:20:00.000,2,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21255170,103,2012-06-19T00:50:00.000,0.5,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21206930,103,2006-01-28T22:30:00.000,3.2,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21015060,103,2013-02-14T00:30:00.000,0.6,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21195190,103,2017-11-24T00:50:00.000,0.5,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21195160,103,2007-10-01T01:20:00.000,0.8,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21055070,103,2017-09-12T20:10:00.000,0.4,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21165501,103,2016-06-22T07:05:00.000,4.5,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21206990,103,2019-03-29T18:10:00.000,0.3,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21206920,103,2014-12-22T07:30:00.000,3.6,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21195190,103,2013-11-03T14:30:00.000,2,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21215150,103,2015-12-12T05:30:00.000,6.3,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21206990,103,2014-04-25T03:40:00.000,1.5,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21206790,103,2005-07-31T12:40:00.000,3.3,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21255160,103,2006-07-30T01:10:00.000,0.9,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21195170,103,2014-11-07T14:30:00.000,2.5,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21195160,103,2008-01-07T09:30:00.000,2.9,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21206950,103,2014-03-09T18:40:00.000,0.6,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21205012,103,2017-07-22T06:50:00.000,0.8,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21205012,103,2015-04-14T16:20:00.000,0.9,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21185090,103,2015-06-15T21:30:00.000,1.3,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21015501,103,2019-08-18T08:25:00.000,0.8013504,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21115170,103,2013-08-27T15:20:00.000,4.8,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21015501,103,2019-05-26T19:25:00.000,1.708.495,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21015050,103,2018-02-28T01:00:00.000,3,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21015070,103,2016-10-25T01:00:00.000,0.9,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21215190,103,2008-08-02T10:20:00.000,4.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21015040,103,2016-11-28T21:50:00.000,1,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21206950,103,2013-03-25T12:10:00.000,3.3,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21115501,103,2019-01-29T22:30:00.000,0.7482473,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960.666.667,-7.502.849.722,Velocidad Viento (10 min),m/s,
21115501,103,2017-02-28T23:35:00.000,0.8,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960.666.667,-7.502.849.722,Velocidad Viento (10 min),m/s,
21115170,103,2013-05-15T15:30:00.000,4.5,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21235030,103,2009-08-16T00:00:00.000,3.9,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21255160,103,2006-02-17T15:20:00.000,2.9,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206980,103,2018-05-17T21:20:00.000,2.9,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21215501,103,2017-06-25T17:55:00.000,0.6805071,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21115170,103,2011-09-12T00:00:00.000,3.8,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21205502,103,2019-02-27T22:40:00.000,0.000637972,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21115170,103,2012-07-19T20:20:00.000,2.7,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21195501,103,2017-03-16T16:40:00.000,1.1,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21235030,103,2010-08-22T15:00:00.000,1.5,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21015060,103,2013-02-12T10:40:00.000,2.4,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21215190,103,2014-05-08T09:40:00.000,3.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21206960,103,2012-09-22T00:50:00.000,1.7,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015060,103,2009-06-03T18:50:00.000,1.3,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21206930,103,2005-12-31T02:50:00.000,1.8,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206920,103,2010-06-09T14:10:00.000,3.4,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21206950,103,2013-07-30T05:40:00.000,2,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21115170,103,2015-03-06T23:50:00.000,3.4,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21215150,103,2007-05-09T11:00:00.000,6.7,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21206790,103,2019-08-14T16:40:00.000,2.5,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21195190,103,2019-05-19T14:10:00.000,2.4,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21205012,103,2014-01-04T06:00:00.000,1.1,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21165502,103,2019-04-16T13:25:00.000,1.842.378,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955.641.667,-7.459.178.611,Velocidad Viento (10 min),m/s,
21206950,103,2016-12-11T11:20:00.000,4.8,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21206940,103,2011-06-25T02:40:00.000,1.4,CIUDAD BOLIVAR,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.577,-74.177,Velocidad Viento (10 min),m/s
2121500048,103,2019-08-11T10:40:00.000,2.4,IBAGUE - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.808.333,-7.520.585,Velocidad Viento (10 min),m/s,
21105030,103,2019-07-15T06:00:00.000,0.6,ALGECIRAS - AUT,HUILA,ALGECIRAS,ALTO MAGDALENA,2.521.694.444,-7.532.225,Velocidad Viento (10 min),m/s,
21085501,103,2017-05-30T23:30:00.000,1.7,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21195160,103,2007-08-17T08:30:00.000,1.5,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21215180,103,2016-12-24T14:20:00.000,2,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21115170,103,2015-08-28T09:20:00.000,5.8,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21215501,103,2017-12-27T21:25:00.000,0,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21205710,103,2018-10-19T00:30:00.000,0.7,JARDIN BOTANICO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.669.333.333,-7.410.266.667,Velocidad Viento (10 min),m/s
21195160,103,2006-12-25T03:00:00.000,0.9,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21205515,103,2019-01-11T02:30:00.000,0.66,MERENGO  - AUT,CUNDINAMARCA,SOACHA,ALTO MAGDALENA,4.7,-74.174,Velocidad Viento (10 min),m/s,
21035501,103,2019-01-01T15:50:00.000,2.906.904,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21215160,103,2007-05-01T15:30:00.000,3,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21015060,103,2015-03-10T22:50:00.000,0.7,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21015070,103,2015-11-22T02:30:00.000,0.7,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21206960,103,2013-11-06T14:20:00.000,1.9,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015070,103,2016-09-01T09:10:00.000,0.8,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21206980,103,2017-12-07T16:10:00.000,2.5,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21197430,103,2018-10-06T19:09:00.000,1.14,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21185090,103,2014-05-29T23:00:00.000,0.6,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21235030,103,2005-06-16T03:50:00.000,1.8,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21206790,103,2019-01-08T06:10:00.000,0.2,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21195190,103,2013-04-28T13:20:00.000,3,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
22025040,103,2011-10-17T19:00:00.000,0.9,EL DIABLO,CAUCA,PAEZ,ALTO MAGDALENA,2.978,-76.064,Velocidad Viento (10 min),m/s,
21255501,103,2018-12-19T15:20:00.000,0.6626934,LA TRINIDAD  - AUT,TOLIMA,LIBANO,ALTO MAGDALENA,4.895,-75.04,Velocidad Viento (10 min),m/s,
21165501,103,2019-05-06T07:00:00.000,3.459.247,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21197430,103,2010-06-15T10:30:00.000,2.47,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21195170,103,2008-03-30T10:10:00.000,3.4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21015070,103,2009-11-13T04:30:00.000,0.7,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21185090,103,2007-04-27T04:00:00.000,2.3,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21055501,103,2018-04-28T12:45:00.000,3.144.406,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21215190,103,2010-04-21T07:40:00.000,0.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21195170,103,2017-08-21T13:40:00.000,4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21215180,103,2014-07-06T08:00:00.000,1.2,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21215160,103,2019-01-30T08:20:00.000,1.4,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21255160,103,2008-09-19T13:50:00.000,3,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21185090,103,2019-07-18T19:30:00.000,0.6,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21205526,103,2019-07-18T12:30:00.000,1.136,PEDRO PALO  - AUT,CUNDINAMARCA,TENA,ALTO MAGDALENA,4.691,-74.389,Velocidad Viento (10 min),m/s,
21206990,103,2005-11-12T09:20:00.000,1.8,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21055501,103,2016-07-31T13:40:00.000,3.5,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21206960,103,2015-11-24T18:00:00.000,2.3,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21185090,103,2009-08-25T04:20:00.000,1.2,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21015070,103,2019-06-26T00:20:00.000,0.5,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21065501,103,2019-02-06T19:55:00.000,0.5799032,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325.552.778,-7.550.972.222,Velocidad Viento (10 min),m/s,
21015070,103,2011-06-04T15:00:00.000,0.7,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21195501,103,2018-01-11T07:15:00.000,0.8855585,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21205791,103,2016-02-19T09:40:00.000,3.6,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21195170,103,2018-03-20T16:00:00.000,3.5,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21215190,103,2015-01-30T06:20:00.000,1.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21205502,103,2018-12-07T22:55:00.000,0.001772144,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21015501,103,2018-08-25T15:40:00.000,140.684,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21215190,103,2010-07-18T20:20:00.000,0.6,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21205502,103,2019-07-28T15:00:00.000,0.00850168,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21205940,103,2019-06-14T01:50:00.000,0.6,VILLA INES  - AUT,CUNDINAMARCA,FACATATIVA,ALTO MAGDALENA,4.834.972.222,-7.438.397.222,Velocidad Viento (10 min),m/s,
21206600,103,2016-04-02T00:30:00.000,0.8,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21206600,103,2018-06-22T07:30:00.000,2.1,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21195170,103,2013-07-11T08:20:00.000,1.3,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
